114.292379 56.8155742 60.9786755
94.9174949 52.2605886 33.9084791
158.026321 21.9354857 102.884379
250.315654 15.1621536 -43.0134413
102.159402 51.5643411 68.3988848
84.3510545 74.5981522 124.331495
100.52398 49.5110871 69.2853156
102.341013 48.3498653 66.5453952
102.293059 51.3066877 67.8166081
96.9998863 69.0688174 93.6455336
49.3993474 82.6741932 21.1916988
73.6321182 -83.1040518 102.482333
100.995322 51.4162565 67.312455
77.9303881 66.5312103 36.0079272
102.462938 51.4662964 68.7244663
101.890693 51.3330672 68.6145211
98.2234362 50.7604994 71.5388214
101.677369 52.4696172 67.6022124
102.556077 51.2524188 67.4664989
99.9633983 51.8514338 68.0691475
71.1303529 25.8717511 32.0234331
102.187723 51.5920655 68.0287328
146.960492 58.1146928 75.7313304
78.9397495 43.7202 98.3866123
147.308204 60.5043854 20.0286983
101.813947 51.442966 68.6915583
109.595429 22.3447294 20.9640487
118.242373 2.8669396 35.6041505
105.148934 51.3089813 70.8355195
102.427764 52.1891876 70.1843438
101.152608 39.8812848 52.6022883
102.003679 50.9495953 68.0558916
102.214035 52.1345505 67.6924595
107.268227 85.9476187 63.8594717
96.1364527 41.4783872 70.4112745
101.643126 51.4338887 68.5581346
101.074974 67.3927514 65.6488998
75.313472 79.3763803 27.8880752
121.866099 71.8438979 75.2683437
102.566098 51.1549996 68.4210765
80.2048328 42.5497668 51.6611954
101.337255 53.2113677 69.324926
101.61795 52.3359967 68.434587
93.9158657 35.1788972 56.4169757
119.26552 27.8690164 87.6537931
54.1585382 49.2204755 69.2509911
106.794857 53.6894417 65.1566526
71.1873164 21.959761 125.506506
86.2262513 27.5494446 50.9781668
101.889003 52.1320842 68.9973109
101.686063 51.701015 67.9854986
109.23728 39.2662525 43.0782501
102.833634 54.9933663 62.5889839
103.56672 51.6234226 65.0055982
102.173402 51.47695 68.0417442
107.383658 56.050898 67.0597147
67.7750503 36.0569426 93.981141
96.3786103 39.1661054 77.9781799
118.220698 55.085161 62.2212987
102.388696 51.2072772 69.9792267
102.145304 51.6006179 68.1661869
13.3427077 93.1063896 125.215702
101.763686 50.9478614 67.779438
97.4213579 78.6203442 68.5702004
24.68714 -7.07590984 130.291371
102.476288 50.9653009 66.344028
102.159147 51.8834022 68.009249
109.41085 30.4772111 66.6619284
124.110906 35.1431437 81.5483028
112.662257 81.0686592 89.3078007
102.42203 52.1432222 67.5829191
101.965109 51.5899513 67.6861257
102.051751 51.1248073 68.6975005
98.8536242 48.1263731 69.1464866
100.966882 51.467994 64.618708
67.755728 50.3787078 123.629362
92.5952418 32.4745974 97.4063999
103.698528 41.9257556 109.589446
109.149274 86.3402858 28.1432087
101.850676 51.8700617 68.1307191
60.5862993 34.1851548 17.6637466
91.2715331 32.4058365 68.9991339
101.690284 52.085258 68.3586597
102.81738 51.3403935 67.6068392
102.329298 51.5876237 68.2164801
102.381517 73.1944669 44.8150827
99.1725334 51.855044 71.353648
35.4683351 -12.1162033 178.607616
113.916764 58.7269083 74.5785849
136.490237 80.7861107 87.420341
46.2144847 4.55867993 -44.785809
103.258593 51.3670057 68.0983086
87.9096143 50.3758573 19.5674752
166.334001 119.522961 43.4966609
82.0715242 19.6025329 103.163793
101.890444 51.7536515 68.0510808
101.445134 50.4680876 68.3832143
102.644514 51.7788517 67.8871733
102.157924 51.3865281 67.8437797
101.718358 51.7109535 67.6659993
102.280465 51.2911027 68.1005463
56.4228791 -5.6751857 122.111572
201.762198 -17.1876505 36.1161974
102.257204 51.6698938 68.6385485
89.381115 37.2751917 69.3773329
115.71657 33.4009797 22.8522076
102.353862 51.7401989 67.9556827
101.076526 50.1456359 67.6936825
99.6810658 48.0284497 67.1988575
83.8406345 44.4587276 41.6442554
102.058561 51.6564337 67.9439858
40.5920816 -7.27138448 -5.29872652
134.303431 72.5089375 112.635571
109.305862 11.065981 78.5011063
128.505277 105.25329 77.8125605
102.339027 51.9522509 68.2215544
99.4620701 45.2787959 50.6354356
103.381755 52.6864783 68.3981345
100.477022 49.6699533 69.400622
102.192736 51.0847765 69.0591762
124.51055 68.9352537 94.3984454
94.0127988 53.5552615 65.2439825
102.089455 51.7027579 68.0419615
102.324496 51.8303491 68.3566039
101.843304 51.7470012 68.3056697
88.7204696 -56.4671446 -23.6754915
70.8971792 -52.1999873 123.311105
68.5448587 21.6702369 94.8590633
104.307578 50.6779775 70.6935737
144.577532 51.1921323 197.827939
93.5877823 58.9483564 44.968649
66.1256687 -19.3191494 64.5937299
100.622508 51.5677685 67.8697333
97.7826419 38.4972407 67.4665203
